Study_numb,Paper,Lead Author,Year_Published,Title,URL,Location,Country,GPS_coordinates_extracted,GPS_Google,GPS_data,GPS_lat,GPS_long,Field_Lab,Species,Common name,Taxa,OsHV1_var,Year_Sampled,GenBank Sequence,Search_Strategy,Notes
36,Prado-Alvarez et al. 2021,Prado-Alvarez,2021,First detection of OsHV-1 in the cephalopod Octopus vulgaris. Is the octopus a dead-end for OsHV-1?,https://www.sciencedirect.com/science/article/pii/S0022201121000203,"Vigo, Spain",Spain,NA,"42.237904, -8.747742","42.237904, -8.747742",42.237904,-8.747742,Field,Octopus vulgaris,,Octopus,OsHV-1 μVar,2015,,Snowball,
37,Costello et al. 2021,Costello,2021,The role of invasive tunicates as reservoirs of molluscan pathogens,https://link.springer.com/article/10.1007/s10530-020-02392-5,"Crosshaven, Co. Cork, Ireland",Ireland,NA,"51.807539, -8.292553","51.807539, -8.292553",51.807539,-8.292553,Field,Botrylloides violaceus,,Tunicate,OsHV-1 μVar,2018,,Snowball,
37,Costello et al. 2021,Costello,2021,The role of invasive tunicates as reservoirs of molluscan pathogens,https://link.springer.com/article/10.1007/s10530-020-02392-5,"Rossmore, Co. Cork, Ireland",Ireland,NA,"51.593005, -8.858027","51.593005, -8.858027",51.593005,-8.858027,Field,Styela clava ,,Tunicate,OsHV-1 μVar,2018,,Snowball,
38,Bookelaar et al. 2018,Bookelaar,2018,Role of the intertidal predatory shore crab Carcinus maenas in transmission dynamics of ostreid herpesvirus-1 microvariant,https://pubmed.ncbi.nlm.nih.gov/30259874/,"Dungarvan, Co. Waterford",Ireland,"52.0936° N, 7.6204° W",NA,"52.868227777777776, -7.127005555555555",52.86822778,-7.127005556,Field,Carcinus maenas,,Crab,OsHV-1 μVar,2015,,Snowball,https://www.vercalendario.info/en/how/convert-latitude-longitude-degrees-decimals.html
38,Bookelaar et al. 2018,Bookelaar,2018,Role of the intertidal predatory shore crab Carcinus maenas in transmission dynamics of ostreid herpesvirus-1 microvariant,https://pubmed.ncbi.nlm.nih.gov/30259874/,"Carlingford Lough, Co. Lough",Ireland,"54.0733° N, 6.1994° W",NA,"54.90122222222222, -6.103322222222221",54.90122222,-6.103322222,Field,Carcinus maenas,,Crab,OsHV-1 μVar,2015,,Snowball,https://www.vercalendario.info/en/how/convert-latitude-longitude-degrees-decimals.html
39,O'Reilly et al. 2017,O'Reilly,2017,The role of the mussel Mytilus spp. in the transmission of ostreid herpesvirus-1 microVar,https://www.cambridge.org/core/journals/parasitology/article/role-of-the-mussel-mytilus-spp-in-the-transmission-of-ostreid-herpesvirus1-microvar/5DBEC59DD1A86F8709E3433D0EF1CB68,"Ardmore, Ireland",Ireland,"51°57′04″N, 7°43′23″W",NA,"51.95111111111111, -7.723055555555556",51.95111111,-7.723055556,Field,Mytilus spp.,,Mussel,OsHV-1 μVar,2014,,Snowball,https://www.vercalendario.info/en/how/convert-latitude-longitude-degrees-decimals.html
39,O'Reilly et al. 2017,O'Reilly,2017,The role of the mussel Mytilus spp. in the transmission of ostreid herpesvirus-1 microVar,https://www.cambridge.org/core/journals/parasitology/article/role-of-the-mussel-mytilus-spp-in-the-transmission-of-ostreid-herpesvirus1-microvar/5DBEC59DD1A86F8709E3433D0EF1CB68,"Garrettstown, Kinsale, Co. Cork",Ireland,"51°38′16·93″N, 8°34′21·41″W",NA,"51.63777777777778, -8.5725",51.63777778,-8.5725,Field,Mytilus spp.,,Mussel,OsHV-1 μVar,2014,,Snowball,https://www.vercalendario.info/en/how/convert-latitude-longitude-degrees-decimals.html
39,O'Reilly et al. 2017,O'Reilly,2017,The role of the mussel Mytilus spp. in the transmission of ostreid herpesvirus-1 microVar,https://www.cambridge.org/core/journals/parasitology/article/role-of-the-mussel-mytilus-spp-in-the-transmission-of-ostreid-herpesvirus1-microvar/5DBEC59DD1A86F8709E3433D0EF1CB68,"Ballymacoda Bay, Youghal Co. Cork",Ireland,"51°53′24″N, 7°55′57″W",NA,"51.89, -7.9325",51.89,-7.9325,Field,Mytilus spp.,,Mussel,OsHV-1 μVar,2014,,Snowball,https://www.vercalendario.info/en/how/convert-latitude-longitude-degrees-decimals.html
39,O'Reilly et al. 2017,O'Reilly,2017,The role of the mussel Mytilus spp. in the transmission of ostreid herpesvirus-1 microVar,https://www.cambridge.org/core/journals/parasitology/article/role-of-the-mussel-mytilus-spp-in-the-transmission-of-ostreid-herpesvirus1-microvar/5DBEC59DD1A86F8709E3433D0EF1CB68,"Carlingford Lough, Co. Lough",Ireland,NA,"54.90122222222222, -6.103322222222221","54.90122222222222, -6.103322222222221",54.90122222,-6.103322222,Field,Mytilus spp.,,Mussel,OsHV-1 μVar,2013,,Snowball,
39,O'Reilly et al. 2017,O'Reilly,2017,The role of the mussel Mytilus spp. in the transmission of ostreid herpesvirus-1 microVar,https://www.cambridge.org/core/journals/parasitology/article/role-of-the-mussel-mytilus-spp-in-the-transmission-of-ostreid-herpesvirus1-microvar/5DBEC59DD1A86F8709E3433D0EF1CB68,"Carlingford Lough, Co. Lough",Ireland,NA,"54.90122222222222, -6.103322222222221","54.90122222222222, -6.103322222222221",54.90122222,-6.103322222,Field,Mytilus spp.,,Mussel,OsHV-1 μVar,2015,,Snowball,
39,O'Reilly et al. 2017,O'Reilly,2017,The role of the mussel Mytilus spp. in the transmission of ostreid herpesvirus-1 microVar,https://www.cambridge.org/core/journals/parasitology/article/role-of-the-mussel-mytilus-spp-in-the-transmission-of-ostreid-herpesvirus1-microvar/5DBEC59DD1A86F8709E3433D0EF1CB68,"Dungarvan, Co. Waterford",Ireland,NA,"52.868227777777776, -7.127005555555555","52.868227777777776, -7.127005555555555",52.86822778,-7.127005556,Field,Mytilus spp.,,Mussel,OsHV-1 μVar,2015,,Snowball,
40,Garcia et al. 2018,Garcia,2018,"Descriptions of Mikrocytos veneroïdes n. sp. and Mikrocytos donaxi n. sp. (Ascetosporea: Mikrocytida: Mikrocytiidae), detected during important mortality events of the wedge clam Donax trunculus Linnaeus (Veneroida: Donacidae), in France between 2008 and 2011",https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-018-2692-0,"Quiberon Bay, France",France,"47.54°N, 3.13°W","47.562584, -3.050641","47.562584, -3.050641",47.562584,-3.050641,Field,Donax trunculus,Wedge clam,Clam,OsHV-1,2010,,Snowball,https://www.vercalendario.info/en/how/convert-latitude-longitude-degrees-decimals.html
40,Garcia et al. 2018,Garcia,2018,"Descriptions of Mikrocytos veneroïdes n. sp. and Mikrocytos donaxi n. sp. (Ascetosporea: Mikrocytida: Mikrocytiidae), detected during important mortality events of the wedge clam Donax trunculus Linnaeus (Veneroida: Donacidae), in France between 2008 and 2011",https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-018-2692-0,"Audierne Bay, France",France,"47.85°N, 4.35°W","48.011321, -4.545187","48.011321, -4.545187",48.011321,-4.545187,Field,Donax trunculus,Wedge clam,Clam,OsHV-1,2011,,Snowball,https://www.vercalendario.info/en/how/convert-latitude-longitude-degrees-decimals.html
41,Evans et al. 2017,Evans,2017,"Detection of ostreid herpesvirus 1 microvariant DNA in aquatic invertebrate species, sediment and other samples collected from the Georges River estuary, New South Wales, Australia",https://www.int-res.com/abstracts/dao/v122/n3/p247-255/,"Site A, Woolooware Bay, Australia",Australia,"34° 01’ 54.0’’ S, 151° 09’ 04.0’’ E","-34.011088, 151.147129

","-34.011088, 151.147129

",-34.011088,151.147129,Field,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2012,,Snowball,https://www.vercalendario.info/en/how/convert-latitude-longitude-degrees-decimals.html
41,Evans et al. 2017,Evans,2017,"Detection of ostreid herpesvirus 1 microvariant DNA in aquatic invertebrate species, sediment and other samples collected from the Georges River estuary, New South Wales, Australia",https://www.int-res.com/abstracts/dao/v122/n3/p247-255/,"Site C, Woolooware Bay, Australia",Australia,"34° 01’ 54.0’’ S, 151° 09’ 04.0’’ E","-34.033813, 151.148375

","-34.033813, 151.148375

",-34.033813,151.148375,Field,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2013,,,
41,Evans et al. 2017,Evans,2017,"Detection of ostreid herpesvirus 1 microvariant DNA in aquatic invertebrate species, sediment and other samples collected from the Georges River estuary, New South Wales, Australia",https://www.int-res.com/abstracts/dao/v122/n3/p247-255/,"Site B, Woolooware Bay, Australia",Australia,"34° 01’ 54.0’’ S, 151° 09’ 04.0’’ E","-34.028167, 151.138987

","-34.028167, 151.138987

",-34.028167,151.138987,Field,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2013,,,
41,Evans et al. 2017,Evans,2017,"Detection of ostreid herpesvirus 1 microvariant DNA in aquatic invertebrate species, sediment and other samples collected from the Georges River estuary, New South Wales, Australia",https://www.int-res.com/abstracts/dao/v122/n3/p247-255/,"Gwawley Bay, Woolooware Bay, Australia",Australia,"34° 01’ 54.0’’ S, 151° 09’ 04.0’’ E","-34.015809, 151.117647

","-34.015809, 151.117647

",-34.015809,151.117647,Field,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2013,,,
41,Evans et al. 2017,Evans,2017,"Detection of ostreid herpesvirus 1 microvariant DNA in aquatic invertebrate species, sediment and other samples collected from the Georges River estuary, New South Wales, Australia",https://www.int-res.com/abstracts/dao/v122/n3/p247-255/,"Oyster Bay, Woolooware Bay, Australia",Australia,"34° 01’ 54.0’’ S, 151° 09’ 04.0’’ E","-34.005674, 151.087626

","-34.005674, 151.087626

",-34.005674,151.087626,Field,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2013,,,
41,Evans et al. 2017,Evans,2017,"Detection of ostreid herpesvirus 1 microvariant DNA in aquatic invertebrate species, sediment and other samples collected from the Georges River estuary, New South Wales, Australia",https://www.int-res.com/abstracts/dao/v122/n3/p247-255/,"Lime Kiln, Woolooware Bay, Australia",Australia,"34° 01’ 54.0’’ S, 151° 09’ 04.0’’ E","-33.988758, 151.055406","-33.988758, 151.055406",-33.988758,151.055406,Field,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2013,,,
41,Evans et al. 2017,Evans,2017,"Detection of ostreid herpesvirus 1 microvariant DNA in aquatic invertebrate species, sediment and other samples collected from the Georges River estuary, New South Wales, Australia",https://www.int-res.com/abstracts/dao/v122/n3/p247-255/,"Site A, Woolooware Bay, Australia",Australia,"34° 01’ 54.0’’ S, 151° 09’ 04.0’’ E","-34.011088, 151.147129

","-34.011088, 151.147129

",-34.011088,151.147129,Field,Saccostrea glomerata,,Other Oyster,OsHV-1 μVar,2012,,,
41,Evans et al. 2017,Evans,2017,"Detection of ostreid herpesvirus 1 microvariant DNA in aquatic invertebrate species, sediment and other samples collected from the Georges River estuary, New South Wales, Australia",https://www.int-res.com/abstracts/dao/v122/n3/p247-255/,"Site C, Woolooware Bay, Australia",Australia,"34° 01’ 54.0’’ S, 151° 09’ 04.0’’ E","-34.033813, 151.148375

","-34.033813, 151.148375

",-34.033813,151.148375,Field,Saccostrea glomerata,,Other Oyster,OsHV-1 μVar,2012,,,
41,Evans et al. 2017,Evans,2017,"Detection of ostreid herpesvirus 1 microvariant DNA in aquatic invertebrate species, sediment and other samples collected from the Georges River estuary, New South Wales, Australia",https://www.int-res.com/abstracts/dao/v122/n3/p247-255/,"Site B, Woolooware Bay, Australia",Australia,"34° 01’ 54.0’’ S, 151° 09’ 04.0’’ E","-34.028167, 151.138987

","-34.028167, 151.138987

",-34.028167,151.138987,Field,Saccostrea glomerata,,Other Oyster,OsHV-1 μVar,2012,,,
41,Evans et al. 2017,Evans,2017,"Detection of ostreid herpesvirus 1 microvariant DNA in aquatic invertebrate species, sediment and other samples collected from the Georges River estuary, New South Wales, Australia",https://www.int-res.com/abstracts/dao/v122/n3/p247-255/,"Site A, Woolooware Bay, Australia",Australia,"34° 01’ 54.0’’ S, 151° 09’ 04.0’’ E","-34.011088, 151.147129

","-34.011088, 151.147129

",-34.011088,151.147129,Field,Saccostrea glomerata,,Other Oyster,OsHV-1 μVar,2013,,,
41,Evans et al. 2017,Evans,2017,"Detection of ostreid herpesvirus 1 microvariant DNA in aquatic invertebrate species, sediment and other samples collected from the Georges River estuary, New South Wales, Australia",https://www.int-res.com/abstracts/dao/v122/n3/p247-255/,"Site C, Woolooware Bay, Australia",Australia,"34° 01’ 54.0’’ S, 151° 09’ 04.0’’ E","-34.033813, 151.148375

","-34.033813, 151.148375

",-34.033813,151.148375,Field,Saccostrea glomerata,,Other Oyster,OsHV-1 μVar,2013,,,
41,Evans et al. 2017,Evans,2017,"Detection of ostreid herpesvirus 1 microvariant DNA in aquatic invertebrate species, sediment and other samples collected from the Georges River estuary, New South Wales, Australia",https://www.int-res.com/abstracts/dao/v122/n3/p247-255/,"Site B, Woolooware Bay, Australia",Australia,"34° 01’ 54.0’’ S, 151° 09’ 04.0’’ E","-34.028167, 151.138987

","-34.028167, 151.138987

",-34.028167,151.138987,Field,Saccostrea glomerata,,Other Oyster,OsHV-1 μVar,2013,,,
41,Evans et al. 2017,Evans,2017,"Detection of ostreid herpesvirus 1 microvariant DNA in aquatic invertebrate species, sediment and other samples collected from the Georges River estuary, New South Wales, Australia",https://www.int-res.com/abstracts/dao/v122/n3/p247-255/,"Gwawley Bay, Woolooware Bay, Australia",Australia,"34° 01’ 54.0’’ S, 151° 09’ 04.0’’ E","-34.015809, 151.117647

","-34.015809, 151.117647

",-34.015809,151.117647,Field,Saccostrea glomerata,,Other Oyster,OsHV-1 μVar,2013,,,
41,Evans et al. 2017,Evans,2017,"Detection of ostreid herpesvirus 1 microvariant DNA in aquatic invertebrate species, sediment and other samples collected from the Georges River estuary, New South Wales, Australia",https://www.int-res.com/abstracts/dao/v122/n3/p247-255/,"Oyster Bay, Woolooware Bay, Australia",Australia,"34° 01’ 54.0’’ S, 151° 09’ 04.0’’ E","-34.005674, 151.087626

","-34.005674, 151.087626

",-34.005674,151.087626,Field,Saccostrea glomerata,,Other Oyster,OsHV-1 μVar,2013,,,
41,Evans et al. 2017,Evans,2017,"Detection of ostreid herpesvirus 1 microvariant DNA in aquatic invertebrate species, sediment and other samples collected from the Georges River estuary, New South Wales, Australia",https://www.int-res.com/abstracts/dao/v122/n3/p247-255/,"Lime Kiln, Woolooware Bay, Australia",Australia,"34° 01’ 54.0’’ S, 151° 09’ 04.0’’ E","-33.988758, 151.055406","-33.988758, 151.055406",-33.988758,151.055406,Field,Saccostrea glomerata,,Other Oyster,OsHV-1 μVar,2013,,,
41,Evans et al. 2017,Evans,2017,"Detection of ostreid herpesvirus 1 microvariant DNA in aquatic invertebrate species, sediment and other samples collected from the Georges River estuary, New South Wales, Australia",https://www.int-res.com/abstracts/dao/v122/n3/p247-255/,"Site A, Woolooware Bay, Australia",Australia,"34° 01’ 54.0’’ S, 151° 09’ 04.0’’ E","-34.011088, 151.147129

","-34.011088, 151.147129

",-34.011088,151.147129,Field,Anadara trapezia,Sydney cockle,Cockle,OsHV-1 μVar,2012,,Snowball,
41,Evans et al. 2017,Evans,2017,"Detection of ostreid herpesvirus 1 microvariant DNA in aquatic invertebrate species, sediment and other samples collected from the Georges River estuary, New South Wales, Australia",https://www.int-res.com/abstracts/dao/v122/n3/p247-255/,"Site A, Woolooware Bay, Australia",Australia,"34° 01’ 54.0’’ S, 151° 09’ 04.0’’ E","-34.011088, 151.147129

","-34.011088, 151.147129

",-34.011088,151.147129,Field,Mytilus spp.,,Mussel,OsHV-1 μVar,2012,,,
41,Evans et al. 2017,Evans,2017,"Detection of ostreid herpesvirus 1 microvariant DNA in aquatic invertebrate species, sediment and other samples collected from the Georges River estuary, New South Wales, Australia",https://www.int-res.com/abstracts/dao/v122/n3/p247-255/,"Site A, Woolooware Bay, Australia",Australia,"34° 01’ 54.0’’ S, 151° 09’ 04.0’’ E","-34.011088, 151.147129

","-34.011088, 151.147129

",-34.011088,151.147129,Field,Trichomya hirsuta,,Mussel,OsHV-1 μVar,2012,,,
41,Evans et al. 2017,Evans,2017,"Detection of ostreid herpesvirus 1 microvariant DNA in aquatic invertebrate species, sediment and other samples collected from the Georges River estuary, New South Wales, Australia",https://www.int-res.com/abstracts/dao/v122/n3/p247-255/,"Site A, Woolooware Bay, Australia",Australia,"34° 01’ 54.0’’ S, 151° 09’ 04.0’’ E","-34.011088, 151.147129

","-34.011088, 151.147129

",-34.011088,151.147129,Field,Pyrazus ebeninus,,Whelk,OsHV-1 μVar,2012,,,
42,Whittington et al. 2013,Whittington,2013,"Final Report: 2011/053 Aquatic Animal Health Subprogram: Pacific oyster mortality syndrome (POMS) – understanding biotic and abiotic environmental and husbandry effects to reduce economic losses
",https://www.frdc.com.au/sites/default/files/products/2011-053-DLD.pdf,"Woolooware Bay, Australia",Australia,"-34.031666666666666, 151.1511111111111
",NA,"-34.031666666666666, 151.1511111111111
",-34.03166667,151.1511111,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2011-2012,,Snowball,
42,Whittington et al. 2013,Whittington,2013,"Final Report: 2011/053 Aquatic Animal Health Subprogram: Pacific oyster mortality syndrome (POMS) – understanding biotic and abiotic environmental and husbandry effects to reduce economic losses
",https://www.frdc.com.au/sites/default/files/products/2011-053-DLD.pdf,"Woolooware Bay, Australia",Australia,"-34.031666666666666, 151.1511111111111
",NA,"-34.031666666666666, 151.1511111111111
",-34.03166667,151.1511111,Field,Saccostrea glomerata,,Other Oyster,OsHV-1,2011-2012,,Snowball,
43,Mello et al. 2018,Mello,2018,First evidence of viral and bacterial oyster pathogens in the Brazilian coast,https://onlinelibrary.wiley.com/doi/10.1111/jfd.12755,"Sambaqui, Santa Catarina, Brazil",Brazil,"27°75′S, 48°57′W",NA,"-27.492213, -48.530338",-27.492213,-48.530338,Field,Magallana gigas,,Pacific Oyster,OsHV-1,"2013, 2014",,Snowball,https://www.vercalendario.info/en/how/convert-latitude-longitude-degrees-decimals.html
43,Mello et al. 2018,Mello,2018,First evidence of viral and bacterial oyster pathogens in the Brazilian coast,https://onlinelibrary.wiley.com/doi/10.1111/jfd.12755,"Sambaqui, Santa Catarina, Brazil",Brazil,"27°75′S, 48°57′W",NA,"-27.492213, -48.530338",-27.492213,-48.530338,Field,Crassostrea brasiliana,,Other Oyster,OsHV-1,"2013, 2014",,Snowball,https://www.vercalendario.info/en/how/convert-latitude-longitude-degrees-decimals.html
43,Mello et al. 2018,Mello,2018,First evidence of viral and bacterial oyster pathogens in the Brazilian coast,https://onlinelibrary.wiley.com/doi/10.1111/jfd.12755,"Balneário Barra do Sul, Santa Catarina, Brazil",Brazil,"26°32′S, 48°66′W",NA,"-27.492213, -48.530338",-27.492213,-48.530338,Field,Magallana gigas,,Pacific Oyster,OsHV-1,"2013, 2014",,Snowball,https://www.vercalendario.info/en/how/convert-latitude-longitude-degrees-decimals.html
43,Mello et al. 2018,Mello,2018,First evidence of viral and bacterial oyster pathogens in the Brazilian coast,https://onlinelibrary.wiley.com/doi/10.1111/jfd.12755,"Balneário Barra do Sul, Santa Catarina, Brazil",Brazil,"26°32′S, 48°66′W",NA,"-27.492213, -48.530338",-27.492213,-48.530338,Field,Crassostrea brasiliana,,Other Oyster,OsHV-1,"2013, 2014",,Snowball,https://www.vercalendario.info/en/how/convert-latitude-longitude-degrees-decimals.html
44,Domeneghetti et al. 2014,Domeneghetti,2014,"Mortality occurrence and pathogen detection in Crassostrea gigas and Mytilus galloprovincialis close-growing in shallow waters (Goro lagoon, Italy)",https://www.sciencedirect.com/science/article/abs/pii/S1050464814001727?via%3Dihub,"Po river delta, Sacca di Goro, Italy",Italy,"44° 48.728N, 12°17.905E",NA,"44.812151, 12.298466",44.812151,12.298466,Field,Mytilus galloprovincialis,,Mussel,OsHV-1 μVar,2011,,,
